Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Nitrogen Dioxide (No2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Howrah,"Naskarpara Pump House, Ghuseri",104.0,27.0,84.0,50.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Jalpaiguri,Raninagar Jalpaigur,103.0,13.0,22.0,17.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kalyani,"College of Medicine & JNM Hospital, Kalyani Industrial Area",104.0,25.0,70.0,46.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kharagpur,"AMD Building, TATA Bearing",104.0,34.0,52.0,41.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Administrative Building, Hyde Road",104.0,28.0,79.0,46.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Behala Chowrasta, Traffic Guard Building",104.0,23.0,79.0,41.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"CESC Building, Mandeville Gardens, Gariahat",104.0,21.0,68.0,37.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Cossipore Police Station, B.T. Road",97.0,5.0,171.0,67.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",96.0,5.0,152.0,61.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Dunlop Bridge, National Sample Survey",104.0,24.0,91.0,46.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Elite India Rubber Products Pvt.Ltd., Topsia",104.0,24.0,87.0,43.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Infectious Diseases & BG Hospital, Beliaghata",108.0,21.0,75.0,35.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"KMC Drainage, Pumping Station, 9 Mominpur Road, Mominpur",104.0,20.0,65.0,34.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"KMC office Building, Moulali",108.0,25.0,81.0,44.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,Kasba,94.0,5.0,128.0,39.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Maniktala Fire Station Building, 17, Bagmari Lane, Ultadanga",108.0,23.0,76.0,42.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Milan Tirtha Club, Picnic Garden",105.0,20.0,63.0,33.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Minto Park, Inside Park AJC Bose Road",104.0,21.0,75.0,39.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,Paribesh Bhawan,107.0,21.0,72.0,38.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Public Health Engineering Office Building, Rajarhar",108.0,19.0,50.0,28.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Salt Lake, Rooftop of CK Market",106.0,21.0,59.0,33.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Tennis Club Biulding, 4546 Canal West Road, Fariapukur, Shyambazar",104.0,26.0,85.0,43.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Kolkata,"Upanagari Sporting Club, Baishnabghata",104.0,20.0,62.0,33.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Krishnanagar,"Krishnanagar Municipility, TN Thakur Road",104.0,32.0,62.0,46.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Malda,"WBPCB Office, Paribesh Bhaban, Vill. Abhirampur",102.0,14.0,24.0,18.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Medinipur,Vidyasagar University,104.0,32.0,46.0,37.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Purulia,Purulia Municipility,104.0,13.0,28.0,20.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Raigun,Raigunj College,103.0,14.0,21.0,17.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Rampurhat,Rampurhat Municipility,104.0,12.0,28.0,20.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Ranaghat,"Ranaghat Municipility, 11 school lane",104.0,32.0,64.0,46.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Raniganj,Bardhaman Town,102.0,14.0,55.0,24.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Raniganj,Jamuria Municipality,103.0,18.0,47.0,37.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Raniganj,"Mangalpur, SKS School Mangalpur",104.0,15.0,48.0,37.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Raniganj,Raniganj Municipality,104.0,17.0,47.0,37.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Rishikesh,Nagar Palika Parishad,69.0,20.0,30.0,27.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Rishra,Rishra Municipility,104.0,23.0,68.0,38.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Sankrail,"Bagan Police Station, Bagan",104.0,22.0,67.0,38.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Sankrail,Bharat Coop Housing Society,104.0,21.0,72.0,35.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Sankrail,Dhulagar Gram Pachayat,104.0,24.0,62.0,38.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Sankrail,"P Mukherjee's House, Near SBI Amta",104.0,17.0,47.0,29.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Siliguri,Siliguri,103.0,14.0,22.0,18.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",South Suburban,"Bauipur Police Station, Baruipur",104.0,19.0,58.0,32.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",South Suburban,"P Roy Industrial Training Institute, Amtala",105.0,21.0,60.0,32.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",South Suburban,Tollygunge (KOLKATA DISTRICT),105.0,20.0,63.0,35.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Suri,Suri Municipility,104.0,13.0,28.0,20.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Tamluk,"HP Gas Service Station, Maniktala",104.0,33.0,56.0,41.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Tribeni,Tribeni Health Center,104.0,20.0,61.0,36.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Uluberia,"ESI hospital nursing building, 3rd floor, Near Sahib Mandir",104.0,21.0,62.0,36.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Anantapur,Kamala Nagar,106.0,10.0,17.0,13.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Chitoor,GNC Toll Gate Tirumala,106.0,12.0,144.0,40.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Chitoor,"Near M/s.Nutrine Confectionery, Palamaner Road",108.0,10.0,17.0,13.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Eluru,At Ashram Diagnostic Centre,108.0,25.0,34.0,30.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Guntur,"Near Hindu College, Market Road",101.0,26.0,33.0,29.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Kadapa,"Near ICL, Yerraguntla, YSR",108.0,10.0,19.0,15.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Kakinada,Office Building Ramanayyapeta,101.0,13.0,25.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Kurnool,"Mourya Inn, Krishna Nagar",108.0,9.0,15.0,11.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Nellore,"Venkatareddy nagar, Vedayapalem",107.0,9.0,33.0,28.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Prakasam,"Near Court Center, Ongole",98.0,9.0,36.0,29.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Rajahmundry,Staff Clud Building,101.0,13.0,27.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Srikakulam,"SAMKRG Pistons Quarters Bulding,Near IDA,Pydibhimavaram",102.0,12.0,28.0,20.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Tirupati,"Regional Science Centre, Chittoor Bypass",106.0,10.0,15.0,12.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vijaywada,Autonagar,99.0,33.0,61.0,45.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vijaywada,Benz Circle,99.0,30.0,57.0,44.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vijaywada,Police Control Room,99.0,32.0,58.0,44.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,"CWMP, RAMKY, Parawada",104.0,10.0,37.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,Ganapuram Area,107.0,12.0,43.0,23.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,"INSVirabahu, Naval Area",105.0,9.0,32.0,15.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,"Industrial Estate, Marripalem",108.0,9.0,28.0,16.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,"Panchayat Raj office, Mindi",106.0,9.0,32.0,17.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,"Pedagantyada, Gajuwada",106.0,9.0,41.0,16.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,Police Barracks,108.0,11.0,51.0,22.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vishakhapatnam,Seethammadhara,108.0,9.0,26.0,16.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Vizianagaram,"APIIC Building at IDA Bobbili Growth Center,Vizianagaram",96.0,11.0,41.0,21.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Bongaigaon,Barpara Office Building,65.0,9.0,19.0,12.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Bongaigaon,"Oil India Ltd. PS6, Chirang",78.0,10.0,21.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Daranga,"BATAD, Baska",81.0,7.0,21.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Dibrugarh,Dibrugarh Office Building,93.0,12.0,26.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Golaghat,Golaghat Office Building,89.0,10.0,21.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Guwahati,"Boragaon, IASST, Kamrup",201.0,12.0,24.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Guwahati,"Guwahati University, Kamrup",218.0,11.0,29.0,19.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Guwahati,"Head Office, Bamunimaidam",212.0,9.0,26.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Guwahati,"ITI Building, Gopinath Nagar",220.0,11.0,28.0,18.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Guwahati,"Khanapara, Central Dairy, Kamrup",220.0,9.0,35.0,18.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Guwahati,"Near Pragjyotish College, Santipur",219.0,10.0,23.0,16.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Lakhimpur,"Bazar Patti, North Lakhimpur Town",88.0,10.0,25.0,16.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Margherita,Coal India Office,86.0,10.0,25.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Nagaon,"Water Resources Div., Christian Patty",55.0,11.0,20.0,15.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Nalbari,PWD Rural Div Office Complex,102.0,11.0,26.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Sibsagar,Sibasagar Office Building,96.0,7.0,19.0,11.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Sibsagar,"Usha Lodge, near ONGCL Colony",96.0,9.0,20.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Silchar,Janiganj Govt. Boys HS School campus,84.0,9.0,19.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Silchar,"RLO, Ithkola Market, Ghaniwala Road",84.0,8.0,20.0,12.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Tezpur,Tezpur Office Building,100.0,13.0,21.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Tinsukia,"Digboi Carbon factory Campus, Borguri",87.0,11.0,28.0,16.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Tinsukia,Shivdham,42.0,11.0,21.0,16.0
India,Assam,"Calendar Year (Jan - Dec), 2016",Tinsukia,"Shreepuria, Borguri",77.0,13.0,26.0,18.0
India,Bihar,"Calendar Year (Jan - Dec), 2016",Patna,"Beltron Bhawan, Shastri Nagar",84.0,10.0,63.0,27.0
India,Bihar,"Calendar Year (Jan - Dec), 2016",Patna,"Gandhi Maidan, Auto Exhaust Test Centre",116.0,12.0,84.0,37.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",Chandigarh,Kaimbwala Village,131.0,5.0,97.0,19.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",Chandigarh,"Modern Foods, Industrial Area",139.0,5.0,74.0,25.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",Chandigarh,"Punjab Engineering College, Sector12",147.0,5.0,68.0,18.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",Chandigarh,Sector17 C,131.0,5.0,68.0,21.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",Chandigarh,"Sector39, IMTECH",119.0,6.0,69.0,20.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Bhillai,M.P. Laghu Udyog Nigam,77.0,27.0,39.0,31.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Bhillai,"R.O., 5/32 Banglow Office Building",83.0,13.0,32.0,16.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Bhillai,"Visak Hostel, Sector4",89.0,14.0,23.0,21.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Bilaspur,"Regional Office, CECB Vyapar Vihar",89.0,17.0,25.0,21.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Korba,"HIG 21,22.Near Ghantaghar, MP Extension",70.0,17.0,22.0,20.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Korba,"Pragati Nagar NTPC Colony, Jamnipali",73.0,15.0,20.0,19.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Raipur,M/S Wool Worth India Pvt. Ltd. Sarora,58.0,24.0,40.0,33.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Raipur,"New HIG9, Hirapur",70.0,19.0,38.0,29.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,Janakpuri,100.0,24.0,113.0,52.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,"Mayapuri Industrial Area, Delhi",88.0,21.0,160.0,89.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,"N.Y. School, Sarojini Nagar, Delhi",88.0,20.0,235.0,91.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,Nizamuddin,93.0,23.0,91.0,46.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,Pritampura,96.0,15.0,126.0,40.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,Shahadra,103.0,26.0,106.0,53.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,Shahzada Bagh,99.0,35.0,138.0,56.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,Siri Fort,95.0,28.0,155.0,52.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",88.0,36.0,270.0,116.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Amona,"Amona, Bicholim",92.0,6.0,19.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Assanora,"Assanora Junction, Bardez",92.0,5.0,19.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Bicholim,Bicholim,92.0,5.0,31.0,12.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Codli,"Codli Tisk, Ponda, Sanguem",92.0,5.0,20.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Cuncolim,Cuncolim,101.0,9.0,26.0,15.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Curchorem,"Curchorem, Sanvordem, Quepem",99.0,8.0,15.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Honda,"Honda Junction, Sattari",92.0,5.0,20.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Kundaim,Kundaim Industrial Estate,101.0,5.0,20.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Mapusa,Mapusa town,91.0,5.0,28.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Margao,Margao Town,92.0,5.0,19.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Mormugao,"Fire Brigade Station, Port Trust",93.0,5.0,18.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Panaji,"Old GSPCB premises, Patto",90.0,5.0,69.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Ponda,Ponda Town,92.0,5.0,20.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Sanguem,"Near Railway Station at Kalem, Sanguem",102.0,9.0,15.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Tilamol,"Quepem, Tilamol",98.0,8.0,16.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Tuem,Tuem,94.0,5.0,20.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Usgao,"Usgao Plae, Junction, Ponda",84.0,5.0,21.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2016",Vasco,"Fuse Call Office, Mormugao",79.0,5.0,34.0,11.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,"AZL Behrampura, Ahmadabad",95.0,12.0,49.0,29.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",51.0,14.0,41.0,28.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,Cadilla Bridge Narol,104.0,12.0,50.0,28.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,"Dyno Wash,27 Ilaben Estate",51.0,14.0,41.0,28.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,L.D. Engg. College,105.0,9.0,42.0,25.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",86.0,12.0,47.0,28.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,"R.C. Technical High School, Mirzapur",96.0,10.0,47.0,27.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Ahmedabad,"Shardaben Hospital, Saraspur",131.0,11.0,44.0,28.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Anklesvar,"Durga Traders, Bhavanafarm Society",96.0,10.0,36.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Anklesvar,Rallis India Ltd.,96.0,10.0,38.0,22.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Jamnagar,Fisheries Office,105.0,9.0,49.0,24.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Rajkot,GPCB Regional Offce,97.0,8.0,46.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Rajkot,Nr. Sardhara Industrial Corporation,105.0,10.0,45.0,21.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Surat,"B.R.C. High School, Udhna",69.0,9.0,48.0,22.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Surat,Near Air India Office,104.0,9.0,48.0,24.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Surat,S.V.R. Engg. College,105.0,9.0,45.0,21.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Vadodara,CETP Nandesari,80.0,9.0,46.0,25.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Vadodara,Dandia Bazaar,88.0,10.0,49.0,24.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Vadodara,"GPCB Office, Geri Vasahat",89.0,10.0,47.0,24.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Vapi,"GEB, IIIrd Phase, GIDC",105.0,12.0,48.0,26.0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Vapi,"Vapi Nagar Palika, Vapi",105.0,9.0,38.0,22.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Baddi,AHC barotiwala,12.0,15.0,26.0,20.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Baddi,Housing Board,140.0,15.0,39.0,21.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Baddi,Industry Department Office Building,10.0,19.0,30.0,23.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Damtal,Old Road,119.0,5.0,40.0,11.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Damtal,Regional Office,139.0,5.0,35.0,12.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Dharamshala,"Daari, Dharamshala",146.0,5.0,14.0,7.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Dharamshala,Kotwali Bazar Dharamshala,122.0,5.0,22.0,9.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Kala Amb,Kala Amb Industrial Area,154.0,12.0,34.0,15.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Kala Amb,Kala Amb Town/Trilokpur,157.0,12.0,17.0,13.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",115.0,5.0,13.0,5.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Manali,"Nehru Park, Manali, Kullu",132.0,5.0,19.0,11.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Nalagarh,Municipal Council,113.0,16.0,32.0,22.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Paonta Sahib,Gondhpur Industrial Area,132.0,5.0,17.0,13.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Paonta Sahib,Paonta Sahib,145.0,5.0,18.0,11.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Parwanoo,Asst. Commissioner Building Sector I,131.0,6.0,16.0,10.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Parwanoo,"Regional Office, Sector 4",145.0,6.0,43.0,10.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Shimla,"Bus Stand, Winterfield",137.0,13.0,35.0,20.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Shimla,Tekka Bench Ridge,120.0,8.0,27.0,15.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",142.0,5.0,25.0,9.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Sunder Nagar,"Muncipal Council, NH21, Mandi",118.0,5.0,27.0,14.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Una,"DIC Building, Mehatpur, Una",97.0,5.0,8.0,5.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Una,"Regional Office, Una",111.0,5.0,7.0,5.0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",Jammu,Bari Brahamana Industrial Area,79.228275663971715452100,11.737522320588402289200,24.453171501225838102500,16.628156620833569909700
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",Jammu,"M.A. Stadium, Jewel Chowk",95.856432284805285361800,9.781268600490335241000,22.496917781127771054300,16.628156620833569909700
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",Jammu,"Regional Office, Jammu",93.900178564707218313600,10.759395460539368765100,24.453171501225838102500,16.628156620833569909700
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Dhanbad,"CGM Office, Kusunda",83.0,29.0,45.0,36.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Dhanbad,"EMTI, Bastacola",79.0,29.0,48.0,37.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Dhanbad,R.O. Dhanbad,82.0,30.0,48.0,38.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Jamshedpur,Bistupur Vehical Testing Centre,64.0,36.0,52.0,45.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Jamshedpur,Golmuri Vehicle Testing Centre,59.0,35.0,50.0,44.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Jharia,M.A.D.A.,82.0,30.0,48.0,38.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Ranchi,"Albert Ekka Chowk, Main Road",63.0,32.0,108.0,37.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Saraikela Kharsawan,"RO Building, Adityapur",64.0,39.0,54.0,47.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Sindri,BIT / PDIL,78.0,27.0,41.0,34.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",West Singhbhum,Barajamda U.M. Office,58.0,17.0,26.0,22.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bagalkote,Bagalkote KSPCB Office Premises,33.0,5.0,19.0,11.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,"AMCO Batteries, Mysore Road",104.0,18.0,53.0,35.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,"Graphite India, White Field Road",94.0,17.0,50.0,33.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,"Jnanabharathi, Bangalore University",84.0,8.0,29.0,16.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,"KHB Industrial Area, Yelahanka",108.0,11.0,48.0,28.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,Peenya Industrial Area,94.0,15.0,57.0,37.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",46.0,17.0,40.0,28.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,Victoria hospital,102.0,12.0,60.0,34.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bangalore,Yeshwanthpura police station,99.0,14.0,53.0,39.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Belgaum,Karnataka SPCB Office Building,89.0,5.0,40.0,16.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Bidar,KSPCB Office Premises,,,,
